id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7316848043,central NJ,26995,2019.0,subaru,outback,,,gas,192.0,clean,automatic,4S4BSANCXK3395975,,,,,nj
7316721596,central NJ,41995,2020.0,gmc,acadia,,,gas,949.0,clean,automatic,1GKKNXLS9LZ145509,,,,,nj
7316043100,central NJ,2000,1997.0,ford,f350,,,gas,347000.0,clean,automatic,,,,,,nj
7315339483,central NJ,47000,2016.0,,freightliner cascadia,,,diesel,580000.0,clean,manual,,,,,,nj
7315313628,central NJ,4600,2010.0,mazda,mazda6 i touring,excellent,4 cylinders,gas,63.0,clean,automatic,,fwd,compact,sedan,black,nj
7314769965,central NJ,5950,2005.0,,dry van,,,other,100.0,clean,other,,,,,,nj
7314598869,central NJ,34000,2008.0,ford,f-350 super duty,like new,8 cylinders,diesel,870000.0,clean,automatic,,4wd,full-size,pickup,black,nj
7314463524,central NJ,6000,2005.0,mitsubishi,fuso fk200,good,other,diesel,500000.0,clean,automatic,,,,,,nj
7314457784,central NJ,9000,2002.0,,international 4300,good,other,diesel,400000.0,clean,automatic,,,,,,nj
7314070478,central NJ,3999,2002.0,lexus,rx,,6 cylinders,gas,315193.0,clean,automatic,JTJHF10U420286834,4wd,,SUV,silver,nj
7314042998,central NJ,20000,2009.0,volvo,670,good,6 cylinders,diesel,800000.0,clean,manual,,rwd,full-size,truck,black,nj
7313361453,central NJ,34999,2016.0,ford,f 350,,,diesel,530790.0,clean,automatic,,,,,,nj
7313326993,central NJ,1500,2007.0,ford,focus,fair,6 cylinders,gas,2000000.0,clean,automatic,,rwd,mid-size,sedan,grey,nj
7311954814,central NJ,24990,2020.0,honda,civic ex sedan 4d,good,,gas,307.0,clean,other,2HGFC1F34LH681905,fwd,,sedan,silver,nj
7311388847,central NJ,39990,2020.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,549.0,clean,other,1FA6P8CFXL5174241,rwd,,coupe,blue,nj
7311379587,central NJ,34990,2018.0,,Isuzu NPR HD GAS CREW,good,8 cylinders,gas,23.0,clean,automatic,54DC4J185JS808272,rwd,,,white,nj
7310750285,central NJ,7000,1970.0,volkswagen,beetle,excellent,4 cylinders,gas,1.0,clean,manual,,,,other,,nj
7309879976,central NJ,60000,2016.0,,peterbilt 337,,,diesel,355000.0,clean,automatic,,,,,,nj
7309484601,central NJ,17900,2020.0,honda,civic hatchback,excellent,4 cylinders,gas,222.0,rebuilt,automatic,SHHFK7H40LU409317,fwd,compact,hatchback,silver,nj
7309158954,central NJ,2500,2010.0,chevrolet,cobalt lt,excellent,4 cylinders,gas,180.0,clean,automatic,,fwd,mid-size,sedan,blue,nj
7309083320,central NJ,3500,2008.0,ford,taurus sel,excellent,6 cylinders,gas,115.0,clean,automatic,,fwd,compact,sedan,blue,nj
7309015025,central NJ,2500,2002.0,,bmw330i,good,,gas,220.0,clean,automatic,,,,,white,nj
7309013390,central NJ,2500,2002.0,,bmw330i,good,,gas,220.0,clean,automatic,,,,,white,nj
7308393317,central NJ,4200,2002.0,lexus,rx300,excellent,6 cylinders,gas,135.0,clean,automatic,,4wd,full-size,SUV,blue,nj
7308110215,central NJ,3500,2001.0,volkswagen,passat,,4 cylinders,gas,226.0,clean,automatic,,fwd,,,,nj
7307955099,central NJ,4500,2011.0,lincoln,town car signature limit,excellent,8 cylinders,other,398654.0,clean,automatic,2LNBL8CV1BX757365,rwd,full-size,sedan,black,nj
7307654086,central NJ,4500,2006.0,mitsubishi,outlander,good,,gas,179.0,clean,automatic,,,,SUV,silver,nj
7307653769,central NJ,4500,2010.0,kia,soul,good,,gas,115.0,clean,automatic,,,,,black,nj
7306944592,central NJ,12000,2007.0,,freightliner columbia,,,diesel,865000.0,clean,automatic,,,,,,nj
7306597454,central NJ,27500,1971.0,chevrolet,chevelle,good,8 cylinders,gas,1.0,clean,manual,,rwd,full-size,coupe,blue,nj
7306546427,central NJ,54995,2020.0,volvo,xc90,,,hybrid,991.0,clean,automatic,YV4BR0CK0L1588960,,,,,nj
7306172300,central NJ,25990,2020.0,volkswagen,golf gti s hatchback,good,,gas,590.0,clean,other,3VW6T7AU3LM000942,fwd,,sedan,black,nj
7305316342,central NJ,35000,2007.0,,kenworth t800,good,,diesel,999999.0,clean,automatic,,4wd,,truck,red,nj
7316827175,jersey shore,75000,1971.0,porsche,911,like new,6 cylinders,gas,640.0,clean,manual,91111111600,rwd,mid-size,convertible,orange,nj
7316706531,jersey shore,2500,2000.0,toyota,prius,salvage,,hybrid,359323.0,rebuilt,other,,,,,,nj
7316672112,jersey shore,36869,2021.0,subaru,outback,,,gas,558.0,clean,automatic,4S4BTANC0M3174739,,,,green,nj
7315338487,jersey shore,3000,2012.0,volkswagen,passat,fair,,gas,500000.0,salvage,other,,,,,,nj
7313716403,jersey shore,44995,2021.0,toyota,sienna,,,hybrid,861.0,clean,automatic,5TDJRKEC7MS010746,,,,,nj
7313285329,jersey shore,26799,2020.0,honda,accord,,,gas,767.0,clean,automatic,1HGCV1F52LA120972,fwd,,,silver,nj
7312581552,jersey shore,28000,1976.0,,Austin cooper,excellent,4 cylinders,gas,999999.0,clean,manual,,fwd,compact,,white,nj
7311902873,jersey shore,24990,2020.0,honda,civic ex sedan 4d,good,,gas,307.0,clean,other,2HGFC1F34LH681905,fwd,,sedan,silver,nj
7311369700,jersey shore,39990,2020.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,549.0,clean,other,1FA6P8CFXL5174241,rwd,,coupe,blue,nj
7309156543,jersey shore,4500,1985.0,chevrolet,rack body dump,fair,8 cylinders,gas,856387.0,clean,manual,,fwd,full-size,truck,red,nj
7308233449,jersey shore,22500,2015.0,,Hino 258ALP,,,diesel,395000.0,clean,automatic,,,,,,nj
7308231635,jersey shore,10500,2005.0,,international 4300,,,diesel,500000.0,clean,automatic,,,,,,nj
7307255858,jersey shore,2500,2002.0,toyota,avalon xls,excellent,6 cylinders,gas,376000.0,clean,automatic,,fwd,mid-size,sedan,silver,nj
7306375723,jersey shore,1600,1979.0,,1979 Corvette,fair,8 cylinders,gas,1000000.0,missing,automatic,,rwd,mid-size,convertible,grey,nj
7305978898,jersey shore,6500,2005.0,chevrolet,express 3500 cutaway,good,8 cylinders,gas,999999.0,clean,automatic,,rwd,full-size,truck,white,nj
7304685282,jersey shore,37990,2020.0,ford,f150 super cab xlt pickup,good,8 cylinders,gas,738.0,clean,other,1FTEX1C54LKF57839,,,pickup,white,nj
7303114066,jersey shore,1775,1998.0,,Oldsmobile 88 LS,fair,,gas,330000.0,clean,automatic,,,mid-size,sedan,blue,nj
7316965216,north jersey,12500,1967.0,,1967 MG Midget,good,4 cylinders,gas,0.0,missing,manual,0,rwd,sub-compact,convertible,red,nj
7316452542,north jersey,3800,2010.0,lincoln,mkt ecoboost,fair,,gas,348000.0,clean,automatic,,,,,,nj
7316342738,north jersey,18942,2019.0,subaru,impreza 2.0i premium 5-door cvt,,,,575761.0,clean,automatic,4S3GTAD69K3727973,,,,white,nj
7315761485,north jersey,15000,2011.0,,freightliner cascadia,,,diesel,834570.0,clean,manual,,,,truck,blue,nj
7315517567,north jersey,2900,2006.0,toyota,matrix,,,gas,185.0,clean,automatic,,,,,,nj
7315464921,north jersey,10000,1999.0,,SERIES 60,good,,diesel,965000.0,clean,manual,,,,truck,purple,nj
7315408824,north jersey,5300,2010.0,subaru,outback 2.5i premium,excellent,4 cylinders,gas,79.0,clean,automatic,,4wd,compact,wagon,black,nj
7315348992,north jersey,7500,1948.0,,Packard Limo,,,gas,100.0,clean,automatic,,,,,,nj
7315341763,north jersey,47000,2016.0,,freightliner cascadia,,,diesel,580000.0,clean,manual,,,,,,nj
7315332723,north jersey,70000,2020.0,dodge,challenger srt hellcat,excellent,8 cylinders,gas,917.0,clean,automatic,2C3CDZL99LH181720,,,coupe,,nj
7315283887,north jersey,7000,1959.0,ford,,good,,gas,127.0,clean,manual,,,,,,nj
7315230976,north jersey,28000,1955.0,ford,,good,8 cylinders,gas,999999.0,clean,manual,,rwd,,coupe,red,nj
7315214834,north jersey,11500,2012.0,gmc,yukon slt,excellent,8 cylinders,gas,175.0,clean,automatic,,,,,,nj
7315081170,north jersey,22500,2011.0,harley-davidson,davidson,excellent,8 cylinders,gas,154.0,clean,automatic,,fwd,full-size,pickup,black,nj
7314801315,north jersey,5950,2005.0,,45ft wabash,,,other,100.0,clean,other,,,,,,nj
7314720934,north jersey,4800,2007.0,honda,civic,good,4 cylinders,gas,111.0,clean,automatic,,fwd,compact,sedan,blue,nj
7314487642,north jersey,8495,2011.0,honda,pilot ex-l awd camera,excellent,6 cylinders,gas,184.0,clean,automatic,,4wd,full-size,SUV,black,nj
7314454841,north jersey,5995,2008.0,mazda,cx-9 touring awd navi,excellent,6 cylinders,gas,170.0,clean,automatic,,4wd,full-size,SUV,black,nj
7314451729,north jersey,9495,2011.0,acura,mdx awd camera,excellent,6 cylinders,gas,159.0,clean,automatic,,4wd,full-size,SUV,grey,nj
7314434984,north jersey,8995,2013.0,honda,accord lx sedan,excellent,4 cylinders,gas,120.0,clean,automatic,,,,sedan,blue,nj
7314424733,north jersey,3995,2004.0,acura,tsx navi,excellent,4 cylinders,gas,228.0,clean,automatic,,fwd,mid-size,sedan,grey,nj
7314388393,north jersey,60000,2016.0,,peterbilt 337,,,diesel,355000.0,clean,automatic,,,,,,nj
7314099761,north jersey,9300,2005.0,volvo,vnm,good,,diesel,960000.0,clean,manual,,,,truck,red,nj
7313885349,north jersey,15000,2007.0,,international 4300,,,diesel,350000.0,clean,automatic,,,,,,nj
7313635148,north jersey,9900,1999.0,,international 4700,good,8 cylinders,diesel,122.0,clean,manual,,rwd,full-size,,white,nj
7313571009,north jersey,2750,2002.0,chevrolet,avalanche,good,8 cylinders,gas,329149.0,clean,automatic,,4wd,,pickup,silver,nj
7313317365,north jersey,15000,2007.0,,freightliner columbia,,,diesel,1110000.0,clean,manual,,,,,,nj
7313152335,north jersey,35000,1998.0,,Freightliner Century,excellent,,diesel,316.0,clean,manual,,,,,,nj
7313142967,north jersey,25000,2012.0,,hino 268,good,,diesel,345000.0,clean,automatic,,,full-size,other,white,nj
7312809629,north jersey,4300,2008.0,honda,accord,excellent,4 cylinders,gas,173.0,clean,automatic,,fwd,,coupe,black,nj
7312712117,north jersey,9400,2011.0,honda,civic,like new,4 cylinders,gas,34.0,clean,automatic,,,,sedan,blue,nj
7312669452,north jersey,30000,2000.0,volvo,wg,good,other,diesel,650000.0,clean,manual,,,,truck,blue,nj
7312559767,north jersey,38500,2013.0,volvo,vnl 670,excellent,6 cylinders,diesel,515300.0,clean,manual,,rwd,full-size,truck,white,nj
7312005216,north jersey,24990,2020.0,honda,civic ex sedan 4d,good,,gas,307.0,clean,other,2HGFC1F34LH681905,fwd,,sedan,silver,nj
7311821444,north jersey,34995,2018.0,ford,f-150,,,gas,0.0,clean,automatic,1FTEW1EP0JFA25737,4wd,,,red,nj
7311590855,north jersey,6499,2011.0,ford,e250 econoline,excellent,8 cylinders,gas,437000.0,clean,automatic,,rwd,full-size,van,white,nj
7311435704,north jersey,39990,2020.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,549.0,clean,other,1FA6P8CFXL5174241,rwd,,coupe,blue,nj
7311216665,north jersey,99999,2021.0,chevrolet,corvette,new,8 cylinders,gas,1.0,clean,automatic,,rwd,,,black,nj
7311149434,north jersey,10000,1999.0,,1999 Freightliner tractor,good,,diesel,965000.0,clean,manual,,,,truck,purple,nj
7311062625,north jersey,4250,2009.0,kia,rondo lx,excellent,4 cylinders,gas,94.0,clean,automatic,KNAFG528497224377,fwd,full-size,hatchback,silver,nj
7310893342,north jersey,15000,2007.0,,Stoughton,excellent,,other,1.0,clean,automatic,1DM1A53207S943137,,full-size,,,nj
7310807276,north jersey,42995,2020.0,ford,f-150,,,gas,106.0,clean,automatic,1FTEW1EP7LFC35884,,,,,nj
7310756217,north jersey,8500,2007.0,,Freightliner ms 106,fair,,diesel,360000.0,clean,automatic,,,,truck,,nj
7310356251,north jersey,8200,2006.0,,INTERNATIONAL 4300,fair,,diesel,400000.0,clean,automatic,,,,truck,,nj
7310188981,north jersey,4700,2013.0,chevrolet,malibu,excellent,4 cylinders,gas,10.0,clean,automatic,,fwd,full-size,sedan,black,nj
7310170645,north jersey,75000,2018.0,,freightliner cascadia,excellent,,diesel,635000.0,clean,automatic,,,,truck,white,nj
7315696651,south jersey,55000,2020.0,jeep,wrangler,like new,6 cylinders,gas,550.0,clean,automatic,,4wd,,,grey,nj
7315605283,south jersey,7900,2014.0,nissan,altima 2.5s,like new,,gas,92.0,rebuilt,automatic,,,,,,nj
7315407283,south jersey,70000,2020.0,dodge,challenger srt hellcat,excellent,8 cylinders,gas,917.0,clean,automatic,2C3CDZL99LH181720,,,coupe,,nj
7315166964,south jersey,11799,2012.0,lexus,ct200 hybrid,excellent,4 cylinders,hybrid,888763.0,clean,automatic,,fwd,compact,hatchback,grey,nj
7314782633,south jersey,43000,1990.0,chevrolet,silverado,like new,8 cylinders,gas,539.0,clean,automatic,,rwd,full-size,truck,black,nj
7314706950,south jersey,42995,2020.0,mercedes-benz,e-class,,,gas,768.0,clean,automatic,W1KZF8DB5LA828887,,,,,nj
7314693895,south jersey,37495,2018.0,lexus,rx,,,gas,757.0,clean,automatic,JTJDZKCA8J2008681,,,,,nj
7314650643,south jersey,16995,2020.0,kia,soul,,,gas,370.0,clean,automatic,KNDJ23AU8L7735046,,,,,nj
7313915960,south jersey,30000,1964.0,chevrolet,malibu,,,gas,1.0,clean,other,,,,,,nj
7312380501,south jersey,39990,2020.0,ford,mustang gt coupe 2d,good,8 cylinders,gas,549.0,clean,other,1FA6P8CFXL5174241,rwd,,coupe,blue,nj
7312017541,south jersey,24990,2020.0,honda,civic ex sedan 4d,good,,gas,307.0,clean,other,2HGFC1F34LH681905,fwd,,sedan,silver,nj
7311395604,south jersey,13000,2008.0,gmc,sierra 1500,excellent,8 cylinders,gas,188.0,clean,automatic,,4wd,,,,nj
7311094734,south jersey,6000,2012.0,hyundai,veloster,like new,,gas,125.0,rebuilt,manual,,,,,grey,nj
7311072691,south jersey,5988,2004.0,lexus,gx 470,good,8 cylinders,gas,308932.0,clean,automatic,JTJBT20X440050038,4wd,full-size,SUV,grey,nj
7310291520,south jersey,27500,1998.0,,MACK,excellent,,diesel,463697.0,clean,manual,,,,,white,nj
7308776650,south jersey,4500,2011.0,lincoln,town car signature limit,excellent,8 cylinders,other,398654.0,clean,automatic,2LNBL8CV1BX757365,rwd,full-size,sedan,black,nj
7308556378,south jersey,12000,1954.0,,Cheverolet 3600,good,6 cylinders,gas,1.0,clean,manual,,rwd,full-size,truck,custom,nj
7308213404,south jersey,50000,2013.0,hyundai,elantra gls,,,gas,1133000.0,clean,automatic,,,,,,nj
7307595489,south jersey,23995,2020.0,volkswagen,tiguan,,,gas,746.0,clean,automatic,3VV2B7AX1LM068222,,,,,nj
7307571395,south jersey,29995,2019.0,volkswagen,atlas,,,gas,659.0,clean,automatic,1V2WR2CA0KC593455,,,,,nj
7306624831,south jersey,8500,1981.0,,Trans am,,,gas,999999.0,clean,manual,,,,,,nj
7305653370,south jersey,3295,2006.0,toyota,camry le,excellent,4 cylinders,gas,377000.0,clean,automatic,,fwd,full-size,sedan,blue,nj
7305040052,south jersey,6500,1965.0,ford,fairlane 500,,,gas,1234567.0,clean,automatic,,,mid-size,,,nj
7304682886,south jersey,4900,2007.0,toyota,camry hybrid sedan,excellent,4 cylinders,hybrid,197.0,clean,automatic,JTNBB46K873034498,,,sedan,silver,nj
7304574192,south jersey,5000,2005.0,jaguar,,like new,,gas,130.0,clean,automatic,,4wd,full-size,sedan,grey,nj
7304044891,south jersey,34995,2020.0,nissan,murano,,,gas,60.0,clean,automatic,5N1AZ2DS7LN156850,,,,,nj
7304025131,south jersey,2589,1969.0,,plymouth barracuda,good,6 cylinders,gas,999.0,missing,automatic,,rwd,mid-size,coupe,black,nj
7303966909,south jersey,46995,2019.0,audi,s4,,,gas,135.0,clean,automatic,WAUB4AF45KA109884,,,,,nj
7303957276,south jersey,3500,1986.0,chevrolet,k10 4x4,good,8 cylinders,diesel,3.0,clean,manual,,4wd,full-size,truck,grey,nj
7303240304,south jersey,4800,2009.0,chrysler,town & country,new,6 cylinders,gas,1225000.0,clean,automatic,,4wd,full-size,sedan,grey,nj
7303051917,south jersey,3400,2005.0,chevrolet,silverado 1500,,8 cylinders,gas,348199.0,clean,automatic,2GCEC13T151352153,rwd,,truck,blue,nj
7302628462,south jersey,6900,2011.0,hyundai,sonata,excellent,,gas,79.0,rebuilt,automatic,,,,,,nj
7302317008,south jersey,38000,2018.0,ford,transit t150,fair,6 cylinders,gas,98.0,clean,automatic,1FDZK1CM6JKB15208,,,,white,nj
7316925965,albuquerque,6500,1990.0,,race car,,,other,1.0,missing,automatic,,,,,,nm
7316905573,albuquerque,9500,2014.0,,mack pinnacle cxu613,fair,,diesel,820000.0,clean,automatic,,,,,white,nm
7316889767,albuquerque,21460,2021.0,nissan,sentra,good,,gas,10.0,clean,automatic,3N1AB8BV8MY268802,fwd,,sedan,,nm
7316854721,albuquerque,11995,2007.0,,STERLING ACTERRA 7500,good,6 cylinders,diesel,364128.0,clean,automatic,2FWJA3CV07AX98752,rwd,full-size,truck,white,nm
7316838482,albuquerque,8500,2006.0,ford,,fair,8 cylinders,diesel,349.0,clean,automatic,,,,,,nm
7316814719,albuquerque,21460,2021.0,nissan,sentra,good,,gas,10.0,clean,automatic,3N1AB8BVXMY268848,fwd,,sedan,silver,nm
7316814880,albuquerque,21400,2021.0,nissan,kicks,good,,gas,10.0,clean,automatic,3N1CP5BV0ML493009,fwd,,other,,nm
7316793872,albuquerque,4550,1998.0,toyota,camry,excellent,4 cylinders,gas,104.0,clean,automatic,,,,,grey,nm
7316762625,albuquerque,17590,2020.0,nissan,versa s sedan 4d,good,,other,354.0,clean,other,3N1CN8DV9LL903504,fwd,,sedan,,nm
7316737524,albuquerque,21400,2021.0,nissan,kicks,good,,gas,10.0,clean,automatic,3N1CP5BV9ML485197,fwd,,other,black,nm
7316666056,albuquerque,20900,2021.0,nissan,sentra,good,,gas,10.0,clean,automatic,3N1AB8BV9MY257212,fwd,,sedan,,nm
7316580575,albuquerque,87999,2021.0,jeep,wrangler rubicon 392,new,8 cylinders,gas,10.0,clean,automatic,,4wd,,,,nm
7316393065,albuquerque,129888,1993.0,rover,defender 110,,8 cylinders,gas,750.0,clean,manual,,4wd,,SUV,black,nm
7316392339,albuquerque,18325,2021.0,nissan,versa,good,,gas,10.0,clean,automatic,3N1CN8DV0ML871172,fwd,,sedan,black,nm
7316366908,albuquerque,5000,1967.0,volkswagen,beetle bug,excellent,,gas,10.0,clean,manual,,,compact,other,silver,nm
7316349454,albuquerque,17930,2021.0,nissan,versa,good,,gas,10.0,clean,automatic,3N1CN8DV9ML820253,fwd,,sedan,black,nm
7316298196,albuquerque,16580,2021.0,nissan,versa,good,,gas,10.0,clean,manual,3N1CN8BV1ML856621,fwd,,sedan,,nm
7316237671,albuquerque,16335,2021.0,nissan,versa,good,,gas,10.0,clean,manual,3N1CN8BV5ML878850,fwd,,sedan,,nm
7316219838,albuquerque,8500,2006.0,ram,2500,fair,6 cylinders,diesel,324151.0,clean,automatic,,rwd,full-size,truck,red,nm
7316122509,albuquerque,16335,2021.0,nissan,versa,good,,gas,10.0,clean,manual,3N1CN8BV2ML878546,fwd,,sedan,,nm
7316008198,albuquerque,4800,1998.0,toyota,tacome,,,gas,394.0,clean,manual,,,,,,nm
7315982319,albuquerque,67000,2009.0,,INTERNATIONAL 7500,good,,diesel,364000.0,clean,other,1HTWLAZNX9J108397,,,,,nm
7315738389,albuquerque,19990,2020.0,nissan,kicks s sport utility 4d,good,,other,39.0,clean,other,3N1CP5BV3LL510707,fwd,,hatchback,silver,nm
7315688723,albuquerque,51991,2020.0,ford,f-150 lariat 4x4,like new,8 cylinders,gas,79.0,clean,automatic,1FTEW1E54LKE50063,4wd,full-size,truck,white,nm
7315634437,albuquerque,17500,2013.0,,kenworth t660,excellent,6 cylinders,diesel,559000.0,clean,manual,,4wd,full-size,truck,orange,nm
7315456637,albuquerque,10800,1970.0,chevrolet,,,,gas,100.0,clean,automatic,,,,,,nm
7315395169,albuquerque,119900,2021.0,chevrolet,corvette c8,,,gas,167.0,clean,automatic,,,,convertible,,nm
7315315295,albuquerque,86999,2020.0,jeep,wrangler rubicon 392,new,8 cylinders,gas,10.0,clean,automatic,,4wd,,,,nm
7315270812,albuquerque,34990,2021.0,toyota,camry xse sedan 4d,good,,gas,535.0,clean,other,4T1K61AK5MU436818,fwd,,sedan,,nm
7315243573,albuquerque,6900,2016.0,ford,e-450,,,gas,0.0,clean,other,,,,bus,white,nm
7315190936,albuquerque,3950,2004.0,toyota,sequoia,good,8 cylinders,gas,301612.0,clean,automatic,5TDZT34A34S212459,rwd,,wagon,custom,nm
7315185156,albuquerque,7900,2012.0,ford,escape,,,gas,129.0,clean,automatic,,,,,,nm
7315023435,albuquerque,8500,2006.0,ford,,fair,8 cylinders,diesel,349.0,clean,automatic,,,,,,nm
7315016547,albuquerque,4900,2011.0,,IC CE PB105,,,diesel,0.0,clean,other,,,,bus,yellow,nm
7314527134,albuquerque,59900,2000.0,,Peterbilt 379 EXHD,,6 cylinders,other,854000.0,clean,manual,1XP5DB9XX1D550403,rwd,,,red,nm
7314515466,albuquerque,1850,1999.0,chevrolet,1500,,6 cylinders,gas,200.0,clean,automatic,,rwd,full-size,truck,white,nm
7314503778,albuquerque,54000,1996.0,,Kenworth W900,,6 cylinders,other,418000.0,clean,manual,1XKWDB9X8TJ726086,rwd,,,white,nm
7314501087,albuquerque,52000,1996.0,,Peterbilt 379,,6 cylinders,other,840000.0,clean,manual,1XP5D68X4TD402548,rwd,,,red,nm
7313528917,albuquerque,19000,2003.0,,Freightliner Argosy,good,,diesel,582360.0,clean,automatic,,,,,,nm
7313524284,albuquerque,87999,2021.0,jeep,wrangler rubicon 392,new,8 cylinders,gas,10.0,clean,automatic,,4wd,,,,nm
7313451662,albuquerque,26950,1950.0,,Oldsmobile Eighty-Eight,,,gas,0.0,clean,automatic,508C17202,,,sedan,blue,nm
7313371164,albuquerque,57645,2021.0,jeep,wrangler rubicon,,4 cylinders,electric,10.0,clean,automatic,,4wd,,,,nm
7313367347,albuquerque,56900,2021.0,jeep,gladiator,new,6 cylinders,gas,10.0,clean,automatic,,4wd,,,,nm
7313298032,albuquerque,25990,2020.0,ford,transit connect cargo van,good,,other,109.0,clean,other,NM0LS7F26L1471798,fwd,,van,white,nm
7313112998,albuquerque,5500,2010.0,chevrolet,cobalt,,,gas,99.0,clean,automatic,,,,,,nm
7312996271,albuquerque,129888,1993.0,rover,defender 110,,8 cylinders,gas,750.0,clean,manual,,4wd,,SUV,black,nm
7312974632,albuquerque,7000,1999.0,ram,2500,excellent,6 cylinders,diesel,492000.0,salvage,automatic,,4wd,,,black,nm
7312944761,albuquerque,120706,2021.0,chevrolet,corvette,new,8 cylinders,gas,7.0,clean,automatic,,rwd,sub-compact,coupe,silver,nm
7312942441,albuquerque,49495,2021.0,jeep,wrangler rubicon,new,4 cylinders,gas,10.0,clean,automatic,,4wd,,,,nm
7312927702,albuquerque,100000,2018.0,dodge,,,8 cylinders,other,959.0,clean,automatic,2C3CDZH98JH100129,fwd,compact,other,,nm
7312925637,albuquerque,104000,2018.0,dodge,,,8 cylinders,other,483.0,clean,automatic,2C3CDZH95JH100203,fwd,compact,other,,nm
7312921542,albuquerque,25000,2014.0,volvo,d11,,,diesel,613000.0,clean,manual,,,,,,nm
7312865425,albuquerque,6900,2016.0,ford,e-450,,,gas,0.0,clean,other,,,,bus,white,nm
7312838844,albuquerque,95000,2021.0,ram,1500,new,8 cylinders,gas,400.0,clean,automatic,1C6SRFU99MN905864,4wd,,truck,black,nm
7312655092,albuquerque,1500,2021.0,,any and all,,,other,1223344.0,clean,other,,,,,,nm
7312537755,albuquerque,5695,2007.0,chevrolet,silverado,good,8 cylinders,gas,354000.0,clean,automatic,,rwd,,truck,white,nm
7312436377,albuquerque,4500,1987.0,toyota,4runner,,,gas,930464.0,clean,automatic,,,,,,nm
7312435272,albuquerque,4000,1973.0,jeep,cj5,good,8 cylinders,gas,10000000.0,clean,manual,,4wd,,offroad,black,nm
7312217516,albuquerque,57995,2021.0,toyota,supra,,6 cylinders,gas,2.0,clean,automatic,,,,,,nm
7312119126,albuquerque,23430,2021.0,buick,encore awd,new,4 cylinders,gas,11.0,clean,automatic,KL4CJESB1MB351252,4wd,compact,SUV,red,nm
7312107815,albuquerque,49735,2021.0,gmc,sierra crew cab 4x4,new,8 cylinders,gas,10.0,clean,automatic,1GTU9DED0MZ284113,4wd,full-size,truck,red,nm
7312052643,albuquerque,25945,2021.0,jeep,cherokee,new,4 cylinders,gas,10.0,clean,automatic,,fwd,,,,nm
7312036641,albuquerque,14000,1957.0,chevrolet,,good,8 cylinders,gas,100.0,clean,manual,,rwd,full-size,,red,nm
7311898655,albuquerque,57645,2021.0,jeep,wrangler rubicon,,4 cylinders,electric,10.0,clean,automatic,,4wd,,,,nm
7311897838,albuquerque,62825,2021.0,jeep,wrangler rubicon,new,4 cylinders,hybrid,10.0,clean,automatic,,4wd,,,,nm
7311888460,albuquerque,56750,2021.0,jeep,wrangler sahara,new,4 cylinders,hybrid,10.0,clean,automatic,,4wd,,,,nm
7311841843,albuquerque,120000,2021.0,chevrolet,corvette c8 z51,new,8 cylinders,gas,10.0,clean,automatic,,rwd,,,,nm
7311618980,albuquerque,62825,2021.0,jeep,wrangler rubicon,new,4 cylinders,hybrid,10.0,clean,automatic,,4wd,,,,nm
7311614835,albuquerque,3950,2011.0,chrysler,town & country,excellent,6 cylinders,gas,240.0,clean,automatic,,fwd,,mini-van,silver,nm
7311490027,albuquerque,48460,2021.0,jeep,grand cherokee trailhawk,new,8 cylinders,gas,10.0,clean,automatic,,4wd,,,,nm
7311474168,albuquerque,56750,2021.0,jeep,wrangler sahara,new,4 cylinders,hybrid,10.0,clean,automatic,,4wd,,,,nm
7311469745,albuquerque,57645,2021.0,jeep,wrangler rubicon,,4 cylinders,electric,10.0,clean,automatic,,4wd,,,,nm
7311439764,albuquerque,23000,2019.0,ford,transit passenger hd 350 hr,good,6 cylinders,gas,448.0,salvage,automatic,,rwd,,van,white,nm
7310932240,albuquerque,81500,2018.0,,kenworth t680,,,diesel,380536.0,clean,manual,1XKYD49X4JJ191422,,,,,nm
7310858017,albuquerque,8500,2008.0,cadillac,escalade,good,8 cylinders,gas,192.0,clean,automatic,,,full-size,SUV,green,nm
7310693439,albuquerque,8450,2010.0,chevrolet,silverado,,,gas,175.0,clean,automatic,,,,,,nm
7310621290,albuquerque,10000,2013.0,,FRHT   TR,fair,,diesel,661563.0,clean,manual,,,,truck,black,nm
7310601703,albuquerque,10000,2004.0,jeep,wrangler,good,6 cylinders,gas,1000000.0,clean,manual,,4wd,,,,nm
7310510658,albuquerque,32500,2011.0,,Kenworth,,,diesel,725000.0,clean,manual,,,,,,nm
7310364788,albuquerque,48460,2021.0,jeep,grand cherokee trailhawk,new,8 cylinders,gas,10.0,clean,automatic,,4wd,,,,nm
7310345765,albuquerque,27985,2012.0,ram,3500 longhorn 4x4,,,diesel,381465.0,clean,automatic,,,,,,nm
7310343791,albuquerque,56750,2021.0,jeep,wrangler sahara,new,4 cylinders,hybrid,10.0,clean,automatic,,4wd,,,,nm
7310286277,albuquerque,38590,2020.0,cadillac,ct5 luxury sedan 4d,good,,gas,875.0,clean,other,1G6DS5RK8L0126160,,,sedan,black,nm
7310173523,albuquerque,21500,1954.0,chevrolet,,,,gas,900.0,clean,automatic,,,,,,nm
